
2009-06-25T00:00:00.000Z
24,30 24,00 22,80 19,80 19,60 20,00 19,40 19,40 19,20 20,30 18,60 17,20 17,20 18,30 22,40 23,30 25,90 26,90 28,10 28,30 27,60 23,80 22,20 21,70 18,50 17,20 16,80 16,70 16,70 16,70 17,50 17,50 17,50 18,30 18,10 17,50 17,50 16,40 18,60 21,70 23,10 26,10 26,90 28,30 28,50 27,60 21,10 23,30 23,10 22,80 20,70 18,10 18,30 16,70 16,70 16,40 15,30 16,40 16,70 16,10 15,20 16,70 18,30 19,60 21,90 22,80 23,90 25,30 26,10 26,70 26,90 27,00 25,60 25,60 22,40 20,90 17,50 17,20 17,80 16,70 16,70 15,60 14,40 13,60 12,80 15,20 17,20 18,30 20,00 22,20 23,70 25,20 26,30 26,30 25,60 26,10 
2009-06-26T00:00:00.000Z
26,50 23,50 22,20 19,40 19,40 18,10 16,40 15,00 15,00 14,40 15,80 14,40 15,20 17,20 19,60 22,20 23,30 25,30 27,40 28,70 28,90 30,20 29,70 29,40 
2009-06-27T00:00:00.000Z
29,70 26,90 25,40 22,20 21,30 20,60 20,80 19,40 18,10 17,20 16,90 16,40 15,30 18,30 20,90 22,60 24,60 25,90 27,60 28,70 30,00 30,40 30,70 30,70 
2009-06-28T00:00:00.000Z
29,60 28,90 25,70 23,00 21,50 19,40 18,90 19,40 18,90 16,40 15,30 13,60 13,70 15,20 18,90 22,80 26,10 28,00 30,20 31,70 32,10 31,50 30,80 27,80 
2009-06-29T00:00:00.000Z
25,20 24,20 24,30 21,90 21,10 20,90 16,30 15,60 15,30 14,70 14,20 13,90 14,30 16,10 18,30 19,60 19,90 22,80 24,30 25,60 25,00 24,20 20,30 19,00 
2009-06-30T00:00:00.000Z
18,40 17,00 16,80 17,00 17,00 17,00 16,10 16,10 16,40 16,10 16,40 15,80 16,50 17,00 17,80 19,60 21,70 23,30 24,80 26,30 27,00 27,20 26,70 22,70 
2009-07-01T00:00:00.000Z
