
2009-02-27T00:00:00.000Z
24,40 23,10 21,40 19,80 19,00 17,40 17,20 14,40 13,20 12,40 11,80 11,40 10,80 9,60 9,50 10,70 13,80 16,80 18,60 20,90 22,30 23,60 23,90 24,30 24,10 23,30 22,00 19,90 17,40 17,10 16,30 15,30 14,40 13,50 12,90 12,20 11,60 10,70 10,20 11,50 15,40 19,50 22,80 24,00 25,70 26,80 27,80 28,10 28,40 28,30 25,40 21,70 20,90 20,00 19,20 17,10 15,10 14,60 15,30 15,80 16,40 14,80 14,00 14,90 19,40 22,70 24,70 26,30 27,00 28,00 28,80 29,10 29,00 28,10 24,90 22,60 19,90 19,70 19,60 16,70 15,70 14,90 14,20 13,50 14,00 12,70 13,10 14,30 19,60 21,90 24,00 26,20 27,90 28,80 29,70 30,30 
2009-02-28T00:00:00.000Z
30,20 29,40 26,50 23,00 21,70 21,00 20,00 19,20 18,80 18,20 17,50 16,70 16,70 15,60 15,20 16,50 18,50 21,60 23,70 25,20 25,60 26,60 27,30 27,10 
2009-03-01T00:00:00.000Z
26,80 25,90 24,30 22,80 21,80 21,20 20,90 19,60 18,80 17,10 16,90 16,80 15,80 15,00 14,60 15,90 18,90 21,00 22,90 24,10 24,90 25,90 26,90 26,50 
2009-03-02T00:00:00.000Z
26,50 25,50 23,30 22,10 20,20 19,40 18,90 18,30 17,10 16,90 15,30 14,00 14,40 13,10 11,80 12,00 14,20 15,90 18,00 19,20 20,20 20,90 20,70 20,80 
2009-03-03T00:00:00.000Z
21,10 20,80 19,80 18,70 18,20 17,60 17,60 16,40 16,40 16,00 15,70 14,60 15,20 13,70 12,70 12,70 14,70 16,80 18,40 19,70 20,40 21,20 21,70 21,60 
2009-03-04T00:00:00.000Z
21,20 20,40 18,90 17,90 16,30 15,70 14,90 13,60 12,50 11,90 11,00 10,30 10,20 8,90 8,10 9,00 11,50 12,70 14,10 15,90 17,00 17,80 18,30 18,70 
2009-03-05T00:00:00.000Z
19,00 18,30 17,20 16,20 14,20 13,30 12,80 11,30 10,40 9,70 9,20 8,50 8,40 7,30 7,10 8,10 11,50 13,30 15,50 17,80 18,60 19,60 20,40 20,70 
2009-03-06T00:00:00.000Z
20,50 20,10 19,30 18,20 17,30 16,80 17,10 16,30 16,30 16,00 15,60 13,70 13,80 12,80 12,90 13,80 15,30 17,00 18,80 19,40 20,60 21,40 22,10 22,40 
2009-03-07T00:00:00.000Z
22,70 21,60 20,00 18,10 17,00 16,60 15,90 15,00 13,60 12,90 11,80 11,30 10,30 8,70 8,30 10,50 13,60 16,00 17,60 18,50 19,90 20,90 21,30 21,90 
2009-03-08T00:00:00.000Z
22,10 21,70 20,00 18,80 14,90 14,90 15,40 14,20 13,20 11,90 11,40 10,30 10,70 9,80 9,20 11,40 14,60 17,20 19,30 21,60 22,90 24,20 25,10 25,40 
2009-03-09T00:00:00.000Z
25,20 24,60 22,40 21,20 19,40 18,80 18,00 17,10 15,40 13,80 12,80 11,80 12,40 11,90 11,40 13,10 16,40 18,60 19,80 21,40 22,70 23,60 24,10 23,70 
2009-03-10T00:00:00.000Z
23,50 22,50 21,20 19,60 17,90 17,30 17,20 14,70 14,20 13,20 12,10 12,20 11,40 10,60 10,00 12,70 15,30 16,90 18,20 19,40 21,20 21,90 22,60 22,80 
2009-03-11T00:00:00.000Z
22,70 22,10 21,00 19,60 18,90 18,30 17,20 16,10 14,20 13,90 13,20 12,60 12,10 11,00 10,30 12,60 15,30 17,60 19,20 19,60 22,30 23,10 24,00 23,60 
2009-03-12T00:00:00.000Z
23,50 23,10 21,90 20,10 18,60 17,60 17,10 16,00 15,00 14,20 13,10 12,90 11,70 10,70 10,00 12,00 15,60 17,50 19,80 21,60 22,50 23,20 24,00 24,00 
2009-03-13T00:00:00.000Z
24,40 23,80 22,60 21,50 20,00 17,20 16,80 15,80 15,60 14,40 12,60 12,60 12,40 10,70 10,40 12,90 16,30 18,50 21,10 22,80 24,50 25,90 26,50 26,30 
2009-03-14T00:00:00.000Z
26,40 26,10 24,40 20,70 20,10 17,00 17,80 16,00 14,90 14,30 13,50 13,10 12,30 11,80 11,00 13,30 17,70 19,60 22,10 24,20 26,30 27,20 28,40 28,70 
2009-03-15T00:00:00.000Z
29,00 28,10 26,70 23,40 20,80 19,20 19,30 18,10 16,80 15,40 15,10 14,20 13,90 12,30 12,70 15,90 18,70 22,10 24,00 25,90 27,70 29,30 30,20 30,30 
2009-03-16T00:00:00.000Z
30,70 29,70 27,50 24,60 22,40 19,70 20,20 18,60 17,90 16,80 16,40 15,60 14,70 13,40 13,30 16,00 19,50 23,10 25,20 27,30 28,60 29,60 30,20 30,10 
2009-03-17T00:00:00.000Z
30,40 30,00 27,40 25,10 22,40 21,00 20,20 18,80 17,60 16,90 16,90 16,90 16,90 15,60 15,50 16,90 19,70 22,30 24,80 26,90 28,20 29,40 30,40 30,90 
2009-03-18T00:00:00.000Z
30,80 30,20 28,00 24,70 21,80 21,00 20,60 19,40 18,10 16,50 16,10 16,00 14,80 14,10 14,10 17,00 20,50 23,20 25,80 27,00 28,30 29,40 30,10 30,70 
2009-03-19T00:00:00.000Z
30,60 29,70 27,90 26,70 25,40 25,00 24,60 23,20 22,80 22,10 21,30 20,60 20,30 18,30 18,10 18,60 21,00 22,70 24,20 25,60 26,40 26,90 27,00 26,20 
2009-03-20T00:00:00.000Z
25,20 23,40 21,60 20,30 18,20 16,00 14,70 13,60 12,80 11,50 10,70 9,90 9,30 8,20 7,80 9,60 11,70 13,40 15,20 16,60 18,00 18,80 19,80 20,80 
2009-03-21T00:00:00.000Z
21,00 20,10 19,20 17,90 16,80 16,80 15,20 13,50 12,90 12,10 10,70 10,10 10,10 8,90 8,60 11,50 14,90 17,40 19,10 19,90 20,90 21,70 22,20 22,90 
2009-03-22T00:00:00.000Z
22,90 22,60 21,60 20,30 18,30 18,20 16,90 15,80 14,40 14,00 13,30 11,90 11,40 10,20 9,90 12,30 15,30 17,70 20,10 21,70 22,90 24,30 24,90 25,60 
2009-03-23T00:00:00.000Z
25,40 24,70 23,10 21,50 19,20 18,50 18,10 17,20 15,70 15,60 15,30 14,60 13,60 12,10 12,00 14,10 17,60 19,70 21,40 22,70 24,30 25,40 26,90 27,10 
2009-03-24T00:00:00.000Z
27,00 25,30 22,50 18,80 17,00 15,60 14,60 13,10 12,20 12,10 10,70 9,60 10,20 8,60 8,60 11,30 13,10 14,30 15,50 16,90 17,50 18,50 19,50 20,60 
2009-03-25T00:00:00.000Z
20,90 20,00 18,60 17,70 15,80 15,40 13,20 12,10 11,70 11,10 10,40 9,40 9,20 8,10 8,40 11,00 14,30 16,90 19,00 20,40 21,70 22,60 23,40 23,70 
2009-03-26T00:00:00.000Z
24,00 23,90 22,40 20,60 18,60 16,70 16,80 14,60 13,90 11,90 11,80 11,40 11,30 10,60 10,70 13,50 16,10 18,80 20,90 22,30 24,00 24,60 26,10 26,90 
2009-03-27T00:00:00.000Z
26,90 26,10 24,30 22,60 21,60 19,90 19,00 18,10 16,90 16,40 15,80 15,40 16,00 14,50 14,10 15,90 17,50 18,70 19,80 21,10 21,40 22,10 22,40 22,80 
2009-03-28T00:00:00.000Z
22,90 22,20 21,10 18,50 17,30 16,10 16,00 13,80 13,20 11,70 10,60 9,40 9,60 8,20 8,80 12,90 14,70 17,80 19,10 20,70 21,90 22,80 23,10 23,70 
2009-03-29T00:00:00.000Z
23,80 23,00 21,90 20,60 18,40 17,60 16,90 15,40 14,40 13,80 12,50 14,10 13,80 12,00 11,10 13,30 15,70 17,80 19,50 20,90 22,60 23,50 24,40 24,60 
2009-03-30T00:00:00.000Z
25,00 24,70 23,40 21,60 21,20 20,40 19,40 18,10 16,90 16,50 15,70 14,90 13,60 12,10 12,20 15,10 18,10 19,70 21,70 22,90 24,20 24,80 26,30 26,90 
2009-03-31T00:00:00.000Z
26,80 26,70 25,40 23,80 22,60 21,40 21,20 19,40 18,90 18,10 16,70 16,80 14,90 14,30 14,40 17,10 18,90 20,60 22,00 23,10 24,40 25,40 25,80 25,40 
2009-04-01T00:00:00.000Z
24,80 23,20 22,10 21,00 19,30 18,10 17,90 16,50 15,30 13,80 13,30 12,80 11,90 10,40 11,30 13,20 15,10 16,40 17,20 18,10 19,40 20,30 21,10 21,10 
2009-04-02T00:00:00.000Z
20,80 20,10 19,30 17,60 16,10 15,40 14,80 13,10 12,20 12,40 11,40 10,30 9,80 10,00 11,60 14,10 17,30 18,60 20,90 21,40 22,80 23,90 25,80 25,70 
2009-04-03T00:00:00.000Z
25,80 26,00 24,10 22,50 20,90 20,70 21,00 18,90 17,80 16,90 16,70 15,00 15,90 15,30 15,90 20,40 23,00 24,90 26,60 27,70 28,80 29,70 30,60 30,60 
2009-04-04T00:00:00.000Z
30,60 29,70 27,90 25,60 23,20 22,40 21,20 21,00 19,40 18,60 18,60 17,50 17,30 15,60 16,90 20,10 23,30 25,60 27,50 28,50 29,80 30,80 31,40 31,60 
2009-04-05T00:00:00.000Z
32,00 31,40 29,70 27,60 25,60 24,40 24,20 22,80 22,10 19,60 18,80 17,90 17,40 17,30 16,70 16,90 18,70 19,90 21,10 22,30 22,80 23,50 23,80 24,40 
2009-04-06T00:00:00.000Z
24,20 22,90 21,20 20,00 19,20 18,30 17,10 15,70 15,40 14,00 13,90 12,90 13,20 11,40 11,90 13,70 15,60 17,20 19,40 20,90 21,70 22,50 23,00 23,70 
2009-04-07T00:00:00.000Z
23,80 23,50 22,80 22,00 19,80 18,90 18,20 16,70 15,70 15,30 14,30 13,60 12,90 11,70 12,80 15,80 18,30 20,10 22,60 23,80 25,70 26,60 27,10 27,00 
2009-04-08T00:00:00.000Z
25,80 22,60 20,40 18,90 18,00 17,20 16,70 15,40 12,10 11,10 11,10 11,00 10,90 10,40 10,20 9,60 10,20 10,80 11,80 12,40 14,00 14,80 15,40 15,40 
2009-04-09T00:00:00.000Z
13,60 14,30 13,60 13,10 12,40 12,50 12,90 12,60 12,10 12,10 12,10 11,80 12,00 11,10 11,10 13,30 14,60 16,10 17,20 18,20 19,50 21,20 22,20 23,10 
2009-04-10T00:00:00.000Z
23,90 23,90 23,20 21,70 19,70 19,40 18,40 17,50 16,80 15,70 14,60 13,90 13,80 12,80 13,70 16,90 18,60 20,70 22,90 24,50 25,60 27,00 27,50 27,40 
2009-04-11T00:00:00.000Z
27,80 27,30 26,70 25,20 24,00 22,80 22,20 21,00 20,10 19,00 18,90 18,50 18,10 17,10 17,50 19,90 22,20 23,00 24,80 26,10 26,80 27,90 28,60 28,70 
2009-04-12T00:00:00.000Z
29,00 27,00 25,60 24,10 23,80 23,10 22,30 21,10 20,00 19,20 18,20 17,40 16,80 15,70 15,40 15,90 16,10 16,40 16,70 17,30 17,80 18,40 18,30 17,00 
2009-04-13T00:00:00.000Z
16,50 15,80 15,20 14,40 13,10 12,10 11,00 10,70 9,60 9,00 7,90 7,50 7,30 6,10 7,20 9,70 12,00 13,80 16,10 16,60 17,80 17,90 18,60 18,90 
2009-04-14T00:00:00.000Z
18,90 18,80 18,00 16,50 15,80 14,40 14,60 12,80 12,20 10,80 10,70 11,40 10,00 9,40 10,30 13,00 15,50 16,80 18,00 19,20 20,70 21,80 22,30 23,50 
2009-04-15T00:00:00.000Z
24,30 23,70 22,80 21,20 19,40 19,30 18,20 17,60 16,40 14,90 14,60 13,30 13,00 12,10 13,60 16,70 19,10 21,10 23,00 24,60 25,40 26,40 27,20 27,70 
2009-04-16T00:00:00.000Z
27,90 27,50 26,90 24,80 23,40 22,10 21,20 19,60 19,40 17,60 17,40 17,40 18,10 17,30 20,20 23,40 26,10 27,90 29,90 31,30 32,10 32,80 33,60 33,10 
2009-04-17T00:00:00.000Z
33,70 33,50 32,20 28,80 26,80 25,60 24,30 22,80 21,30 20,40 20,10 20,00 18,40 18,00 20,00 24,40 27,40 30,00 31,70 33,20 34,10 34,50 35,00 35,30 
2009-04-18T00:00:00.000Z
35,20 34,60 33,10 30,10 28,10 25,30 25,20 24,00 23,20 22,10 20,60 20,00 19,90 18,90 20,10 24,30 27,30 30,20 32,70 34,20 35,30 36,40 36,80 36,90 
2009-04-19T00:00:00.000Z
36,90 36,30 34,80 30,70 27,50 26,90 25,60 24,00 23,10 21,80 20,70 19,70 20,40 19,10 20,30 24,00 26,50 29,20 30,80 32,00 32,80 33,60 33,90 34,70 
2009-04-20T00:00:00.000Z
35,20 34,50 33,00 30,60 28,20 26,90 26,70 24,60 22,80 22,20 20,60 19,40 17,90 17,40 19,00 22,90 24,70 26,70 28,60 29,70 30,80 31,80 32,60 33,10 
2009-04-21T00:00:00.000Z
33,60 32,90 31,80 29,40 27,40 26,90 26,20 25,10 24,00 23,50 22,80 21,50 20,90 18,60 18,90 22,20 25,10 26,70 27,80 28,90 29,70 30,50 30,70 30,90 
2009-04-22T00:00:00.000Z
30,60 28,80 27,90 26,90 25,60 24,60 24,20 22,80 22,50 21,80 21,10 20,70 20,40 19,20 19,40 20,60 22,80 23,90 25,50 25,70 26,70 26,90 26,90 26,70 
2009-04-23T00:00:00.000Z
25,90 25,10 23,20 21,80 20,70 19,70 18,80 17,40 16,90 15,40 14,30 13,80 13,00 12,20 13,50 16,50 18,70 20,60 22,60 23,80 24,90 25,80 26,50 26,70 
2009-04-24T00:00:00.000Z
26,80 26,80 25,80 23,90 22,20 21,10 21,10 19,00 16,90 16,50 15,40 14,60 14,20 12,80 15,60 18,10 20,80 22,90 24,80 26,10 27,00 27,40 27,40 27,20 
2009-04-25T00:00:00.000Z
27,30 27,20 26,80 24,90 23,10 22,10 21,40 19,70 18,80 17,10 16,30 16,10 15,20 13,80 15,40 18,70 21,50 23,80 26,00 26,90 28,20 28,90 29,60 30,00 
2009-04-26T00:00:00.000Z
30,40 29,90 28,80 26,70 25,40 23,90 23,70 21,50 20,80 19,90 19,00 18,30 17,40 15,60 17,30 19,50 21,80 23,30 25,60 26,90 27,90 28,70 29,20 29,60 
2009-04-27T00:00:00.000Z
30,20 29,90 28,80 27,20 25,40 21,90 22,20 20,70 19,90 18,90 17,80 17,10 16,60 15,30 17,70 20,60 23,30 25,70 27,50 28,70 29,60 30,60 31,30 31,70 
2009-04-28T00:00:00.000Z
31,90 31,60 30,80 28,60 26,30 25,10 24,10 21,90 21,70 19,70 18,70 18,50 17,80 16,90 18,60 21,50 23,70 26,10 28,00 29,00 29,90 31,20 31,70 31,90 
