363,4,3,[14.1679 32.8618],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
364,4,4,[5.118 13.5212],[1.6868 5.5907],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
365,4,5,[1.6493 2.4414],[3.4603 6.3035],[1.5181 9.0157],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
366,4,6,[2.7739 4.0663],[1.4844 0.4172],[3.1143 3.034],[1.3663 38.536],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
367,4,7,[2.6573 3.5092],[2.4965 37.6041],[1.336 1.9046],[2.6362 6.2431],[53.3749 49.924],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
368,4,8,[0.3749 36],[2.8913 4.9367],[2.2469 7.2752],[1.2024 7.1926],[2.2893 38.6248],[39.9842 46.1841],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
369,4,9,[10 31.5],[0.3374 36],[2.6022 20.9976],[2.0222 10.8593],[1.0821 8.8584],[3.4314 50.3321],[37.7909 48.2659],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
370,4,10,[10 31.5],[1.2811 31.5],[0.3036 36],[2.1754 2.8625],[1.8199 5.3027],[0.9739 33.9967],[1.8543 26.8359],[33.0176 51.0393],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
371,4,11,[10 31.5],[2.5173 0.3174],[0.2541 0.4725],[1.5085 31.5],[1.7912 8.1547],[23.1813 50.1712],[1.3732 50.1796],[1.7522 37.0345],[0.8068 37.6227],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
372,4,12,[10 31.5],[0.6747 6.8891],[2.2656 18.2763],[1.1478 31.5],[0.2459 36],[3.2217 47.2719],[14.345 46.4715],[0.7889 33.3333],[1.577 33.3333],[0.7261 33.3333],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
373,4,13,[10 31.5],[2.0917 1.0787],[0.6073 5.2365],[1.7891 12.5747],[0.1968 6.1393],[1.3575 31.5],[1.5342 5.844],[1.3267 7.2901],[0.71 16.2838],[28.2356 42.3479],[3.6876 41.4651],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
374,4,14,[2.3883 31.5747],[5 31.5],[10 31.5],[10 31.5],[10 31.5],[10 31.5],[2.686 31.5],[1.4641 38.7626],[1.1941 34.8546],[31.3683 50.6122],[1.2774 35.2767],[0.5882 34.9103],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
375,4,15,[2.0992 6.3384],[5 31.5],[10 31.5],[10 31.5],[10 31.5],[11.0169 31.5],[0.1594 15.5091],[0.1793 36],[36.0223 48.4402],[4.069 45.9434],[0.5751 33.3333],[1.1496 31.6172],[0.5293 33.3333],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
376,4,16,[4.4873 50.5598],[2.0069 29.4181],[1.9261 29.4376],[10 31.5],[10 31.5],[22.0175 31.5],[1.2712 0.525],[0.1537 0.4725],[1.2945 31.5],[1.1859 37.5065],[0.9672 37.9439],[0.5176 32.0585],[1.0347 25.1348],[0.4764 24.2484],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
377,4,17,[2.9238 1.3141],[5 31.5],[10 31.5],[10 31.5],[10 31.5],[10 31.5],[0.3984 19.6287],[1.1274 7.2233],[0.1291 11.1547],[2.9402 31.5],[1.0673 31.9314],[0.8705 26.8663],[52.6395 42.6925],[0.9312 31.7473],[0.4288 33.3333],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
378,4,18,[2.3501 35.91],[2.6604 6.2824],[3.8646 36.3997],[1.566 0.4725],[13.6825 61.9753],[2.0636 0.7464],[1.2351 20.97],[0.3732 0.525],[1.0146 26.4149],[0.1162 31.6667],[0.8283 31.5],[0.9606 40.2982],[0.7834 40.0131],[0.4192 39.3269],[0.8381 38.0969],[0.3859 27.1827],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
379,4,19,[2.2408 8.8492],[2.0917 39.1667],[9.0918 31.5],[10 31.5],[10 31.5],[10 31.5],[1.8466 12.9998],[1.1116 5.4783],[0.3227 0.4731],[0.9132 4.7886],[0.1046 16.866],[1.0372 31.5],[0.8645 36.4541],[0.7051 34.2133],[0.3773 32.0579],[0.7543 28.7742],[0.3473 25.1482],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0],[0.0 0.0]
