slot, dow, hour, int_demand, ext_demand
448, 7, 17, 47.8071, 713.27
449, 7, 18, 48.885, 715.9348
450, 7, 19, 45.6934, 807.5293
451, 7, 20, 40.6978, 712.667
452, 7, 21, 39.5323, 612.6626
453, 7, 22, 40.9875, 630.13
454, 7, 23, 41.5588, 674.3916
455, 1, 0, 48.7029, 652.7623
456, 1, 1, 55.9071, 554.6044
457, 1, 2, 52.0243, 632.9325
458, 1, 3, 42.5356, 594.979
459, 1, 4, 46.1924, 554.6015
460, 1, 5, 46.5074, 617.3776
461, 1, 6, 52.7047, 610.7813
462, 1, 7, 50.2431, 726.0889
463, 1, 8, 52.1055, 816.7726
464, 1, 9, 53.5867, 744.7661
465, 1, 10, 47.5088, 803.3962
466, 1, 11, 47.3757, 722.8817
467, 1, 12, 51.631, 778.9461
468, 1, 13, 52.4284, 912.8186
469, 1, 14, 53.4757, 842.6484
470, 1, 15, 54.4222, 787.3912
471, 1, 16, 52.919, 838.838
472, 1, 17, 61.0711, 675.7543
473, 1, 18, 57.4742, 819.0604
474, 1, 19, 51.0972, 825.5565
475, 1, 20, 48.5896, 834.5188
476, 1, 21, 45.4051, 801.0219
477, 1, 22, 51.6985, 674.6057
478, 1, 23, 55.9735, 664.0619
479, 2, 0, 48.0325, 671.8622
480, 2, 1, 52.3766, 551.3808
481, 2, 2, 40.4787, 679.9916
482, 2, 3, 48.7114, 640.461
483, 2, 4, 54.443, 544.0514
484, 2, 5, 57.4135, 609.2423
485, 2, 6, 55.9233, 622.0808
486, 2, 7, 54.3469, 785.3554
487, 2, 8, 56.7848, 729.8758
488, 2, 9, 50.5788, 831.5981
489, 2, 10, 38.546, 810.9841
490, 2, 11, 31.3192, 774.5647
491, 2, 12, 38.5049, 785.1849
492, 2, 13, 51.2882, 855.714
493, 2, 14, 48.2092, 793.2198
494, 2, 15, 47.4679, 890.0369
495, 2, 16, 51.7652, 833.0954
496, 2, 17, 60.5855, 828.1877
497, 2, 18, 60.2543, 690.9535
498, 2, 19, 51.5253, 798.062
499, 2, 20, 49.4591, 786.416
500, 2, 21, 40.6161, 750.3479
501, 2, 22, 36.0827, 751.4306
502, 2, 23, 45.5609, 622.7663
503, 3, 0, 48.4391, 565.3195
504, 3, 1, 54.8883, 663.0525
505, 3, 2, 51.2495, 575.6737
506, 3, 3, 51.0437, 577.166
507, 3, 4, 48.6537, 615.8329
508, 3, 5, 47.1418, 697.9667
509, 3, 6, 48.9712, 682.6754
510, 3, 7, 52.6744, 723.7635
511, 3, 8, 61.0077, 707.5443
512, 3, 9, 38.9405, 828.118
513, 3, 10, 30.1787, 851.6326
514, 3, 11, 13.4045, 775.5496
515, 3, 12, 25.7772, 734.5918
516, 3, 13, 27.2188, 797.067
517, 3, 14, 35.6828, 777.0031
518, 3, 15, 34.9021, 749.2463
519, 3, 16, 39.6564, 768.6463
520, 3, 17, 44.9581, 861.2438
521, 3, 18, 55.4948, 697.7906
522, 3, 19, 48.9116, 785.801
523, 3, 20, 44.9333, 848.882
524, 3, 21, 44.3939, 836.4538
525, 3, 22, 46.4172, 825.1111
526, 3, 23, 51.2163, 713.2928
527, 4, 0, 53.7306, 757.5672
528, 4, 1, 42.2842, 622.1371
529, 4, 2, 51.1394, 629.3056
530, 4, 3, 58.2558, 587.2388
531, 4, 4, 54.3657, 632.0929
532, 4, 5, 53.3514, 757.2006
533, 4, 6, 52.9211, 593.6897
534, 4, 7, 48.0445, 686.0198
535, 4, 8, 46.9784, 833.4456
536, 4, 9, 40.7833, 800.0306
537, 4, 10, 33.6413, 797.4713
538, 4, 11, 20.7938, 771.8867
539, 4, 12, 19.5994, 828.1861
540, 4, 13, 10.6143, 839.8495
541, 4, 14, 23.1746, 811.9111
542, 4, 15, 30.0345, 828.133
543, 4, 16, 38.4394, 651.8392
544, 4, 17, 36.2397, 885.8009
545, 4, 18, 47.2347, 865.8979
546, 4, 19, 45.1967, 920.9268
547, 4, 20, 52.1865, 755.6446
548, 4, 21, 45.2709, 773.5815
549, 4, 22, 47.9145, 685.5715
550, 4, 23, 52.3876, 625.7385
551, 5, 0, 54.6567, 703.8152
552, 5, 1, 51.9562, 655.375
553, 5, 2, 52.7657, 555.5949
554, 5, 3, 55.5603, 537.8142
555, 5, 4, 50.387, 496.7887
556, 5, 5, 55.3016, 629.5174
557, 5, 6, 54.6127, 664.0265
558, 5, 7, 49.8182, 683.8601
559, 5, 8, 48.5176, 781.0428
560, 5, 9, 32.9311, 700.4965
561, 5, 10, 28.6483, 795.9248
562, 5, 11, 22.2871, 745.0898
563, 5, 12, 15.9904, 775.3615
564, 5, 13, 20.1276, 744.7478
565, 5, 14, 20.903, 799.3173
566, 5, 15, 30.7161, 752.8834
567, 5, 16, 37.6312, 748.2477
568, 5, 17, 37.3427, 838.6112
569, 5, 18, 47.3684, 796.2528
570, 5, 19, 50.9212, 762.16
571, 5, 20, 45.891, 804.1119
572, 5, 21, 42.7758, 725.2167
573, 5, 22, 40.9182, 721.945
574, 5, 23, 46.6829, 593.0723
575, 6, 0, 47.2728, 596.5554
576, 6, 1, 45.4045, 536.6625
577, 6, 2, 39.7939, 613.1632
578, 6, 3, 47.0522, 483.7324
579, 6, 4, 46.4513, 375.9122
580, 6, 5, 45.7607, 564.7088
581, 6, 6, 46.6116, 562.9333
582, 6, 7, 48.311, 597.5428
583, 6, 8, 32.5374, 734.7496
584, 6, 9, 30.4664, 636.4106
585, 6, 10, 15.9833, 736.5614
586, 6, 11, 30.0116, 771.516
587, 6, 12, 19.7708, 744.8515
588, 6, 13, 18.3569, 804.0375
589, 6, 14, 30.0408, 687.5502
590, 6, 15, 36.5075, 788.0794
591, 6, 16, 39.9905, 682.3675
592, 6, 17, 44.3823, 657.1727
593, 6, 18, 38.4038, 780.3373
594, 6, 19, 39.9265, 671.122
595, 6, 20, 38.5964, 757.2366
596, 6, 21, 40.2322, 672.9638
597, 6, 22, 36.3335, 685.2822
598, 6, 23, 45.0678, 585.8044
599, 7, 0, 47.8333, 457.8059
600, 7, 1, 48.0407, 507.8885
601, 7, 2, 41.2871, 482.8452
602, 7, 3, 41.7956, 484.6256
603, 7, 4, 45.9324, 400.24
604, 7, 5, 44.2779, 467.8302
605, 7, 6, 54.2536, 546.9067
606, 7, 7, 49.6841, 586.8708
607, 7, 8, 43.8745, 692.1491
608, 7, 9, 26.8817, 634.2114
609, 7, 10, 19.7094, 659.2327
610, 7, 11, 6.2193, 670.0296
611, 7, 12, 5.1554, 752.597
612, 7, 13, 10.0762, 790.6613
613, 7, 14, 13.908, 707.2538
614, 7, 15, 32.5658, 797.4861
615, 7, 16, 38.4428, 662.9553
616, 7, 17, 40.6229, 833.2943
617, 7, 18, 44.3613, 701.5428
618, 7, 19, 43.9883, 738.0252
619, 7, 20, 41.5059, 709.9199
620, 7, 21, 44.1888, 638.8488
621, 7, 22, 47.4762, 663.2815
622, 7, 23, 45.6828, 617.032
623, 1, 0, 51.6191, 604.7532
624, 1, 1, 51.6822, 592.2805
625, 1, 2, 51.6374, 607.8346
626, 1, 3, 54.9707, 552.8821
627, 1, 4, 53.3599, 570.5546
628, 1, 5, 53.6866, 566.8227
629, 1, 6, 55.0847, 600.5868
630, 1, 7, 49.4734, 638.9638
631, 1, 8, 41.1804, 771.7213
632, 1, 9, 22.9557, 748.1363
633, 1, 10, 18.2066, 780.3459
634, 1, 11, 21.7577, 760.7489
635, 1, 12, 3.434, 810.0377
636, 1, 13, 2.3019, 798.115
637, 1, 14, 16.9956, 837.0771
638, 1, 15, 26.0788, 857.2126
639, 1, 16, 25.7604, 794.2446
640, 1, 17, 35.4651, 799.6866
641, 1, 18, 50.8376, 782.4983
642, 1, 19, 49.0865, 808.3646
643, 1, 20, 46.4053, 785.5124
644, 1, 21, 44.6061, 801.2973
645, 1, 22, 43.8162, 743.2705
646, 1, 23, 50.5427, 580.343
647, 2, 0, 43.0102, 692.2898
648, 2, 1, 51.4762, 724.9529
649, 2, 2, 50.483, 574.9665
650, 2, 3, 48.3346, 577.6792
651, 2, 4, 49.8043, 613.2768
652, 2, 5, 54.0526, 624.7839
653, 2, 6, 58.5031, 648.3906
654, 2, 7, 54.16, 710.3341
655, 2, 8, 45.7151, 764.5433
656, 2, 9, 27.3642, 804.6259
657, 2, 10, 22.6056, 871.0299
658, 2, 11, 26.1212, 713.0766
659, 2, 12, 31.8786, 796.2054
660, 2, 13, 25.6514, 835.7187
661, 2, 14, 19.4578, 880.4547
662, 2, 15, 32.894, 861.1095
663, 2, 16, 41.865, 794.6514
664, 2, 17, 44.7564, 826.2461
665, 2, 18, 49.5972, 888.7667
666, 2, 19, 48.3617, 770.5066
667, 2, 20, 44.9928, 820.0067
668, 2, 21, 46.7629, 789.7771
669, 2, 22, 49.4471, 724.6824
670, 2, 23, 46.874, 752.1189
671, 3, 0, 52.503, 675.9534
672, 3, 1, 47.2578, 755.7293
673, 3, 2, 46.5004, 739.5234
674, 3, 3, 48.4831, 690.0953
675, 3, 4, 46.7973, 829.0712
676, 3, 5, 49.6604, 719.8911
677, 3, 6, 54.5831, 679.4734
678, 3, 7, 53.8931, 760.1846
679, 3, 8, 40.7886, 855.0354
680, 3, 9, 31.8708, 839.6241
681, 3, 10, 19.8496, 869.6385
682, 3, 11, 14.5474, 841.3008
683, 3, 12, -4.6073, 965.1879
684, 3, 13, -2.5347, 921.307
685, 3, 14, 22.4435, 876.4738
686, 3, 15, 37.2548, 800.7415
687, 3, 16, 40.4072, 836.9017
688, 3, 17, 43.8749, 830.4632
689, 3, 18, 46.3811, 833.59
690, 3, 19, 45.9443, 775.198
691, 3, 20, 44.2561, 799.2267
692, 3, 21, 38.5635, 810.8206
693, 3, 22, 40.3241, 840.6226
694, 3, 23, 46.094, 888.4706
695, 4, 0, 47.5644, 874.3138
696, 4, 1, 51.7655, 818.0162
697, 4, 2, 56.548, 882.9595
698, 4, 3, 50.3417, 779.4401
699, 4, 4, 52.2424, 775.8945
700, 4, 5, 49.5864, 723.3511
701, 4, 6, 49.4724, 765.8737
702, 4, 7, 50.9491, 743.6256
703, 4, 8, 43.8394, 921.2362
704, 4, 9, 34.2402, 851.1017
705, 4, 10, 8.8231, 929.3515
706, 4, 11, 6.5618, 828.8974
707, 4, 12, 16.7781, 867.866
708, 4, 13, 3.0528, 789.552
709, 4, 14, 15.7424, 832.1324
710, 4, 15, 23.2718, 791.895
711, 4, 16, 31.9408, 853.1454
712, 4, 17, 41.7704, 837.5688
713, 4, 18, 42.954, 694.1501
714, 4, 19, 42.7327, 862.0808
715, 4, 20, 43.6407, 879.3911
716, 4, 21, 40.3229, 884.1311
717, 4, 22, 39.8179, 864.0222
718, 4, 23, 43.3787, 788.9386
719, 5, 0, 48.1587, 901.8874
720, 5, 1, 48.4978, 757.9834
721, 5, 2, 49.4812, 765.8395
722, 5, 3, 48.2673, 733.5621
723, 5, 4, 47.5657, 780.5056
724, 5, 5, 49.1381, 612.3112
725, 5, 6, 48.3461, 931.8596
726, 5, 7, 45.505, 776.0679
727, 5, 8, 40.3918, 867.8238
728, 5, 9, 30.8394, 877.9387
729, 5, 10, 18.738, 873.1786
730, 5, 11, 14.7652, 818.0136
731, 5, 12, 33.6796, 856.629
732, 5, 13, 33.5555, 801.6934
733, 5, 14, 27.0779, 744.3951
734, 5, 15, 38.6678, 836.6766
735, 5, 16, 46.6063, 772.999
736, 5, 17, 44.8922, 789.8265
737, 5, 18, 50.1767, 755.3781
738, 5, 19, 46.8119, 783.7081
739, 5, 20, 44.1496, 768.9125
740, 5, 21, 42.9962, 656.6465
741, 5, 22, 40.2349, 794.8522
742, 5, 23, 45.4497, 681.6614
743, 6, 0, 50.3364, 706.3725
744, 6, 1, 50.3505, 570.9541
745, 6, 2, 44.8655, 645.0196
746, 6, 3, 47.6551, 624.1125
747, 6, 4, 43.1085, 627.263
748, 6, 5, 42.5516, 624.4452
749, 6, 6, 48.5933, 690.2413
750, 6, 7, 50.742, 639.3826
751, 6, 8, 25.5194, 800.6352
752, 6, 9, 8.4013, 768.1483
753, 6, 10, -3.963, 748.0161
754, 6, 11, 4.3803, 741.614
755, 6, 12, -4.5149, 802.5871
756, 6, 13, 3.3817, 696.6626
757, 6, 14, 14.9964, 727.3513
758, 6, 15, 18.7749, 758.6152
759, 6, 16, 19.505, 732.2209
760, 6, 17, 36.5484, 774.6854
761, 6, 18, 39.9388, 732.5811
762, 6, 19, 37.6359, 735.5713
763, 6, 20, 39.5051, 693.381
764, 6, 21, 39.7267, 710.4989
765, 6, 22, 41.1688, 600.5717
766, 6, 23, 41.7575, 689.2039
767, 7, 0, 44.6158, 679.4258
768, 7, 1, 43.7928, 569.7982
769, 7, 2, 46.5636, 565.5253
770, 7, 3, 49.8379, 465.5414
771, 7, 4, 43.4805, 591.0646
772, 7, 5, 46.958, 511.2327
773, 7, 6, 46.305, 546.8533
774, 7, 7, 45.9348, 588.1531
775, 7, 8, 44.926, 756.4565
776, 7, 9, 23.8691, 592.3781
777, 7, 10, 11.6613, 662.7601
778, 7, 11, 5.02, 650.7163
779, 7, 12, 12.4849, 733.9359
780, 7, 13, 17.7643, 669.0454
781, 7, 14, 20.3088, 652.2556
782, 7, 15, 35.1779, 767.2351
783, 7, 16, 30.9101, 666.9618
784, 7, 17, 38.0713, 777.1791
785, 7, 18, 43.7427, 706.1929
786, 7, 19, 46.4148, 741.3215
787, 7, 20, 43.7364, 638.2225
788, 7, 21, 41.9006, 654.8081
789, 7, 22, 43.2646, 722.3255
790, 7, 23, 50.8841, 637.9534
791, 1, 0, 48.3143, 655.1091
792, 1, 1, 51.9579, 618.3149
793, 1, 2, 51.8652, 658.3675
794, 1, 3, 53.1883, 585.5098
795, 1, 4, 51.7632, 624.3818
796, 1, 5, 50.4952, 720.3061
797, 1, 6, 56.4155, 706.7499
798, 1, 7, 53.5247, 757.1577
799, 1, 8, 42.9453, 750.0512
800, 1, 9, 35.1555, 724.9092
801, 1, 10, 28.1793, 848.009
802, 1, 11, 20.4417, 857.8375
803, 1, 12, 17.8598, 847.4894
804, 1, 13, 25.1624, 905.3796
805, 1, 14, 25.9034, 885.9994
806, 1, 15, 34.3367, 803.2546
807, 1, 16, 37.6281, 740.3235
808, 1, 17, 39.1996, 804.8194
809, 1, 18, 47.3253, 794.2764
810, 1, 19, 44.499, 891.3532
811, 1, 20, 40.169, 871.6346
812, 1, 21, 39.849, 804.7646
813, 1, 22, 42.3866, 872.1614
814, 1, 23, 41.3582, 836.6106
815, 2, 0, 55.2975, 818.3649
816, 2, 1, 47.5244, 833.8249
817, 2, 2, 48.5111, 706.2666
818, 2, 3, 53.2824, 754.0267
819, 2, 4, 52.7772, 808.2825
820, 2, 5, 59.1325, 737.1189
821, 2, 6, 67.6751, 795.929
822, 2, 7, 48.909, 870.9185
823, 2, 8, 40.825, 894.4289
824, 2, 9, 44.693, 838.8831
825, 2, 10, 42.8658, 815.9706
826, 2, 11, 39.3637, 710.3794
827, 2, 12, 46.6489, 887.3515
828, 2, 13, 50.2433, 737.0463
829, 2, 14, 49.026, 756.2303
830, 2, 15, 50.6738, 900.1039
831, 2, 16, 55.7066, 810.8915
832, 2, 17, 59.5442, 772.1409
833, 2, 18, 47.272, 922.1794
834, 2, 19, 51.4776, 906.4514
835, 2, 20, 50.0076, 828.6867
836, 2, 21, 46.6171, 748.5147
837, 2, 22, 46.3442, 687.61
838, 2, 23, 46.7202, 677.8253
839, 3, 0, 52.863, 596.3311
840, 3, 1, 51.1865, 550.7454
841, 3, 2, 46.31, 526.5068
842, 3, 3, 50.8167, 703.9646
843, 3, 4, 48.9079, 624.7181
844, 3, 5, 52.7586, 552.9877
845, 3, 6, 55.1984, 622.4093
846, 3, 7, 52.1403, 720.8476
847, 3, 8, 46.6899, 796.1235
848, 3, 9, 29.9129, 748.7161
849, 3, 10, 18.4592, 797.8903
850, 3, 11, 21.2502, 794.7737
851, 3, 12, 15.9693, 798.1651
852, 3, 13, 17.5284, 804.2024
853, 3, 14, 44.2398, 764.6374
854, 3, 15, 43.0943, 855.2574
855, 3, 16, 43.5597, 805.2379
856, 3, 17, 46.2847, 700.8435
857, 3, 18, 47.9245, 649.1783
858, 3, 19, 48.1751, 760.4211
859, 3, 20, 42.3175, 803.2673
860, 3, 21, 43.0132, 760.9849
861, 3, 22, 41.1001, 744.9329
862, 3, 23, 44.8557, 567.9824
863, 4, 0, 46.1011, 670.1592
864, 4, 1, 49.791, 586.2408
865, 4, 2, 47.7186, 605.9278
866, 4, 3, 47.3885, 555.6024
867, 4, 4, 51.2728, 551.6822
868, 4, 5, 51.2697, 610.7134
869, 4, 6, 50.413, 665.8306
870, 4, 7, 45.438, 706.112
871, 4, 8, 50.9436, 765.7869
872, 4, 9, 37.884, 757.2577
873, 4, 10, 24.1322, 785.7275
874, 4, 11, 8.2345, 862.0963
875, 4, 12, 16.4158, 812.0536
876, 4, 13, 14.9254, 907.4727
877, 4, 14, 28.1829, 892.171
878, 4, 15, 37.802, 807.1557
879, 4, 16, 42.5339, 712.6565
880, 4, 17, 42.5611, 909.4679
881, 4, 18, 47.3311, 741.6386
882, 4, 19, 42.7772, 845.1063
883, 4, 20, 44.4727, 745.5289
884, 4, 21, 43.6739, 785.3993
885, 4, 22, 40.7255, 817.4052
886, 4, 23, 47.5556, 561.4021
887, 5, 0, 47.905, 614.4195
888, 5, 1, 48.8472, 709.0306
889, 5, 2, 48.2244, 695.8244
890, 5, 3, 51.3766, 710.0578
891, 5, 4, 51.948, 813.4677
892, 5, 5, 51.0584, 646.4417
893, 5, 6, 51.4674, 743.2988
894, 5, 7, 44.0608, 759.7578
895, 5, 8, 44.4935, 863.2314
896, 5, 9, 31.4513, 825.1639
897, 5, 10, 22.9676, 832.8097
898, 5, 11, 25.4836, 804.8107
899, 5, 12, 11.9969, 843.439
900, 5, 13, 1.8714, 762.5146
901, 5, 14, 27.6449, 894.3473
902, 5, 15, 22.9462, 932.6382
903, 5, 16, 37.7461, 778.0564
904, 5, 17, 40.8644, 782.5304
905, 5, 18, 47.1311, 879.0121
906, 5, 19, 47.5896, 734.0624
907, 5, 20, 47.4268, 658.4668
908, 5, 21, 39.014, 752.9363
909, 5, 22, 36.101, 711.2817
910, 5, 23, 38.5491, 668.2818
911, 6, 0, 44.443, 531.3574
912, 6, 1, 40.5795, 589.699
913, 6, 2, 43.5942, 512.8807
914, 6, 3, 45.0039, 511.354
915, 6, 4, 41.9891, 626.9733
916, 6, 5, 40.9004, 613.9987
917, 6, 6, 45.475, 590.2719
918, 6, 7, 44.5265, 574.5716
919, 6, 8, 40.5769, 630.116
920, 6, 9, 17.367, 811.381
921, 6, 10, 15.7371, 691.8518
922, 6, 11, 12.8316, 770.6763
923, 6, 12, 20.3723, 740.7876
924, 6, 13, 4.7312, 723.6475
925, 6, 14, 7.2109, 854.4451
926, 6, 15, 18.8566, 759.112
927, 6, 16, 25.411, 839.2299
928, 6, 17, 40.2027, 780.5961
929, 6, 18, 38.8402, 793.4801
930, 6, 19, 39.6737, 688.3025
931, 6, 20, 40.2131, 722.1725
932, 6, 21, 41.1195, 638.6259
933, 6, 22, 37.4567, 694.2654
934, 6, 23, 36.6591, 609.3476
935, 7, 0, 42.9101, 584.4329
936, 7, 1, 41.756, 597.5621
937, 7, 2, 44.115, 539.0267
938, 7, 3, 40.4051, 448.5763
939, 7, 4, 42.4439, 538.4424
940, 7, 5, 44.744, 497.732
941, 7, 6, 52.4316, 580.8529
942, 7, 7, 47.3787, 568.333
943, 7, 8, 45.2367, 689.7892
944, 7, 9, 25.0156, 736.0001
945, 7, 10, 23.1126, 689.0934
946, 7, 11, 0.2365, 584.59
947, 7, 12, 1.9961, 735.2282
948, 7, 13, 9.1057, 713.7516
949, 7, 14, 23.5958, 687.1824
950, 7, 15, 22.4712, 625.6
951, 7, 16, 23.2075, 664.6463
952, 7, 17, 32.2322, 605.038
953, 7, 18, 44.0922, 721.9897
954, 7, 19, 44.4025, 719.9532
955, 7, 20, 39.7548, 732.3431
956, 7, 21, 40.8587, 652.7876
957, 7, 22, 36.788, 783.8968
958, 7, 23, 39.4316, 796.081
959, 1, 0, 47.4454, 587.9464
960, 1, 1, 50.7465, 661.3867
961, 1, 2, 49.8839, 774.7744
962, 1, 3, 44.8853, 710.0083
963, 1, 4, 47.9078, 679.2852
964, 1, 5, 54.387, 632.9658
965, 1, 6, 53.2793, 617.9093
966, 1, 7, 55.4869, 640.2142
967, 1, 8, 47.017, 725.3943
968, 1, 9, 36.8066, 733.8497
969, 1, 10, 35.049, 775.0708
970, 1, 11, 18.1308, 945.7652
971, 1, 12, 23.3161, 812.9809
972, 1, 13, 15.1844, 766.3059
973, 1, 14, 24.3052, 869.4261
974, 1, 15, 36.8263, 889.9222
975, 1, 16, 38.1745, 837.2421
976, 1, 17, 47.1829, 705.7441
977, 1, 18, 51.5968, 836.4963
978, 1, 19, 46.5799, 786.5031
979, 1, 20, 45.9794, 829.4682
980, 1, 21, 41.6445, 875.5572
981, 1, 22, 43.7172, 714.2566
982, 1, 23, 45.7538, 729.9657
983, 2, 0, 42.7581, 822.741
984, 2, 1, 45.9318, 760.6362
985, 2, 2, 47.4179, 930.1203
986, 2, 3, 54.2135, 846.057
987, 2, 4, 52.491, 779.1454
988, 2, 5, 55.3413, 735.3609
989, 2, 6, 50.1089, 722.3753
990, 2, 7, 48.5094, 940.3292
991, 2, 8, 40.1043, 914.8975
992, 2, 9, 30.2309, 836.0554
993, 2, 10, 22.5456, 889.5371
994, 2, 11, 10.1455, 912.9026
995, 2, 12, 7.7505, 917.2491
996, 2, 13, 19.3966, 895.2237
997, 2, 14, 29.0082, 865.3067
998, 2, 15, 25.1467, 720.7893
999, 2, 16, 35.7997, 749.0795
1000, 2, 17, 42.0092, 783.3722
1001, 2, 18, 48.9784, 798.9606
1002, 2, 19, 46.1671, 819.2209
1003, 2, 20, 43.2837, 816.5902
1004, 2, 21, 43.8556, 881.2283
1005, 2, 22, 43.9985, 901.5051
1006, 2, 23, 43.833, 853.0559
1007, 3, 0, 45.7611, 910.1331
1008, 3, 1, 50.5563, 779.916
1009, 3, 2, 48.3913, 899.7558
1010, 3, 3, 47.886, 842.7381
1011, 3, 4, 49.6011, 922.5342
1012, 3, 5, 49.3717, 914.6598
1013, 3, 6, 52.3309, 777.2911
1014, 3, 7, 47.9494, 825.235
1015, 3, 8, 44.7847, 851.4764
1016, 3, 9, 37.8736, 1049.3124
1017, 3, 10, 22.1111, 935.7485
1018, 3, 11, 20.3439, 829.4485
1019, 3, 12, 12.9462, 967.7228
1020, 3, 13, 16.5804, 844.3379
1021, 3, 14, 24.5054, 885.103
1022, 3, 15, 38.4182, 859.8297
1023, 3, 16, 40.0799, 783.4611
1024, 3, 17, 46.7734, 863.1152
1025, 3, 18, 49.0321, 916.9592
1026, 3, 19, 46.6717, 874.7151
1027, 3, 20, 41.1437, 845.3978
1028, 3, 21, 45.9136, 819.3533
1029, 3, 22, 44.7761, 865.778
1030, 3, 23, 44.9048, 879.4937
1031, 4, 0, 46.1479, 841.9525
1032, 4, 1, 51.2551, 829.5732
1033, 4, 2, 48.4487, 842.7278
1034, 4, 3, 51.3943, 789.5416
1035, 4, 4, 46.3792, 766.5043
1036, 4, 5, 48.8122, 813.5953
1037, 4, 6, 48.0528, 796.7819
1038, 4, 7, 45.8963, 821.8372
1039, 4, 8, 43.6906, 864.8434
1040, 4, 9, 41.6338, 931.2147
1041, 4, 10, 46.3558, 851.9658
1042, 4, 11, 50.0077, 852.055
1043, 4, 12, 45.6538, 949.2101
1044, 4, 13, 38.9157, 898.6974
1045, 4, 14, 52.3507, 852.688
1046, 4, 15, 41.5793, 919.2337
1047, 4, 16, 42.0502, 765.292
1048, 4, 17, 53.5265, 780.8316
1049, 4, 18, 49.4282, 910.9427
1050, 4, 19, 48.5764, 764.3642
1051, 4, 20, 47.8831, 782.951
1052, 4, 21, 49.2415, 772.74
1053, 4, 22, 45.7722, 750.2662
1054, 4, 23, 49.5255, 666.321
1055, 5, 0, 54.3039, 598.8184
1056, 5, 1, 54.8684, 560.019
1057, 5, 2, 48.2937, 630.4658
1058, 5, 3, 58.3429, 623.3548
1059, 5, 4, 54.6988, 598.5522
1060, 5, 5, 52.0573, 697.364
1061, 5, 6, 53.0118, 576.0016
