
2010-03-04T00:00:00.000Z
20,60 19,60 16,50 14,80 13,00 12,20 11,30 10,40 10,80 11,30 10,00 9,70 8,80 8,90 8,30 10,40 13,00 15,10 16,50 17,40 18,60 19,20 19,20 19,10 18,60 17,30 16,20 15,60 15,00 14,10 11,50 9,20 8,10 7,40 6,50 5,60 5,30 4,80 4,50 7,60 11,50 13,30 15,10 16,60 17,60 18,30 19,00 19,60 19,40 18,10 15,00 12,70 11,50 10,90 10,60 9,60 9,50 9,10 8,60 8,80 8,90 9,30 9,90 11,80 14,20 16,60 18,90 20,40 21,70 22,60 23,30 23,10 22,80 22,10 19,40 19,30 17,80 16,40 15,80 14,20 14,20 14,00 13,70 13,50 12,90 13,00 12,70 12,90 13,30 13,40 13,10 11,70 10,50 10,10 11,40 11,80 
2010-03-05T00:00:00.000Z
11,60 11,20 10,10 9,10 9,20 9,50 9,10 9,00 8,80 8,50 8,20 8,20 8,10 8,20 8,20 8,10 8,60 9,50 10,10 11,00 11,50 12,30 12,90 13,00 
2010-03-06T00:00:00.000Z
13,30 13,20 11,80 12,00 12,10 11,80 11,70 11,60 11,30 11,00 10,80 10,80 10,90 10,60 10,20 10,40 11,30 11,90 13,00 11,20 10,20 11,50 12,50 13,20 
2010-03-07T00:00:00.000Z
13,00 12,10 11,10 10,60 9,50 8,60 8,40 7,10 5,50 4,90 4,30 3,80 4,20 4,00 3,90 5,70 7,50 9,50 11,00 12,30 13,30 14,30 14,70 14,70 
2010-03-08T00:00:00.000Z
14,00 13,30 12,30 11,90 11,30 11,10 10,80 9,90 8,60 7,30 7,30 7,20 7,20 7,10 6,80 7,70 9,30 10,80 12,00 12,70 13,50 14,30 14,80 15,20 
2010-03-09T00:00:00.000Z
15,50 14,70 12,30 10,30 9,10 8,10 7,60 6,60 5,90 5,40 4,90 4,20 4,40 3,70 3,80 7,40 10,80 12,60 14,10 15,60 16,90 17,90 18,70 19,20 
2010-03-10T00:00:00.000Z
19,20 18,30 14,60 12,10 10,90 9,40 9,10 8,00 7,20 6,80 6,70 5,90 5,80 5,50 5,70 9,40 12,60 14,50 16,70 17,70 19,00 19,80 20,60 20,60 
2010-03-11T00:00:00.000Z
20,60 19,90 16,80 15,20 14,00 14,20 14,80 15,80 14,80 13,00 11,00 11,50 9,80 9,70 9,00 10,10 11,50 13,00 14,40 15,10 16,00 16,60 17,30 17,70 
2010-03-12T00:00:00.000Z
18,00 17,30 13,80 12,30 11,40 10,70 9,40 8,80 8,50 8,30 7,90 7,40 7,80 7,70 7,50 12,40 14,70 16,40 17,60 19,00 20,40 21,50 22,00 22,40 
2010-03-13T00:00:00.000Z
