360 3.76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
361 5.25 2.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
362 1.19 1.81 1.81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
363 3.87 1.77 1.77 1.77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
364 3.43 1.9 2.08 2.08 2.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
365 2.68 2.4 2.4 2.52 2.52 2.52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
366 2.46 2.8 2.8 2.8 2.8 2.8 2.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
367 1.64 2.52 2.77 2.77 2.77 2.72 2.72 2.72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
368 3.13 2.35 2.35 2.51 2.51 2.51 2.48 2.48 2.48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
369 5.14 2.36 2.36 2.36 2.36 2.36 2.36 2.36 2.36 2.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
370 2.24 2.53 2.58 2.58 2.58 2.52 2.52 2.52 2.53 2.53 2.53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
371 2.46 2.77 2.77 2.8 2.8 2.8 2.76 2.76 2.76 2.77 2.77 2.77 0 0 0 0 0 0 0 0 0 0 0 0 0 
372 1.34 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 0 0 0 0 0 0 0 0 0 0 0 0 
373 1.34 2.18 2.18 2.18 2.18 2.16 2.16 2.16 2.18 2.18 2.18 2.18 2.18 2.18 0 0 0 0 0 0 0 0 0 0 0 
374 2.53 1.41 1.41 1.41 1.41 1.41 1.4 1.4 1.4 1.41 1.41 1.41 1.41 1.41 1.41 0 0 0 0 0 0 0 0 0 0 
375 2.09 1.38 1.38 1.38 0.81 0.81 0.81 0.81 0.81 0.81 0.81 0.81 0.81 0.81 0.81 0.81 0 0 0 0 0 0 0 0 0 
376 1.34 0.73 0.69 0.69 0.69 0.69 0.69 0.69 0.7 0.7 0.7 0.69 0.69 0.69 0.69 0.69 0.69 0 0 0 0 0 0 0 0 
377 0.89 1.01 1.01 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0.99 0 0 0 0 0 0 0 
378 2.09 3.01 3.01 3.01 3.01 3.01 3.01 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.54 0 0 0 0 0 0 
379 3.13 2.15 2.18 2.18 2.18 2.19 2.19 2.19 2.19 2.19 2.19 2.19 2.19 2.19 2.19 2.19 2.19 2.19 2.19 2.19 0 0 0 0 0 
380 4.92 2.69 2.69 2.7 2.7 2.7 2.71 2.71 2.71 2.71 2.71 2.71 2.71 2.71 2.71 2.71 2.71 2.71 2.71 2.71 2.71 0 0 0 0 
381 9.66 2.98 2.98 2.98 2.98 2.98 2.98 2.98 2.98 2.98 2.87 2.87 2.87 2.87 2.87 2.87 2.87 2.87 2.87 2.87 2.87 2.87 0 0 0 
382 4.47 2.44 2.56 2.56 2.56 2.55 2.55 2.55 2.55 2.55 2.55 2.55 2.55 2.55 2.55 2.55 2.55 2.55 2.55 2.55 2.55 2.55 2.55 0 0 
383 3.87 1.94 1.94 2.02 2.02 2.02 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 2.01 0 
384 6.51 0.92 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 1.64 
385 5.51 1.59 1.73 1.73 1.73 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 
386 3.4 1.86 1.86 2.08 2.08 2.08 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 2.06 
387 4.14 2.39 2.39 2.39 2.39 2.47 2.47 2.47 2.47 2.47 2.47 2.47 2.47 2.47 2.47 2.47 2.47 2.47 2.47 2.47 2.47 2.47 2.47 2.47 2.47 
388 3.87 3.18 3.11 3.11 3.11 2.71 2.71 2.71 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 2.72 
389 3.13 3.85 3.85 3.82 3.82 3.82 2.84 2.84 2.84 2.84 2.84 2.84 2.84 2.84 2.84 2.84 2.84 2.84 2.84 2.84 2.84 2.84 2.84 2.84 2.84 
390 4.69 4.27 4.27 4.27 4.27 4.27 4.27 4.27 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 
391 2.68 3.17 4.27 4.27 4.27 4.28 4.28 4.28 2.96 2.96 2.96 2.96 2.96 2.96 2.96 2.96 2.96 2.96 2.96 2.96 2.96 2.96 2.96 2.96 2.96 
392 2.68 3.49 3.49 4.01 4.01 4.01 4.02 4.02 4.02 3.05 3.05 3.05 3.04 3.04 3.04 3.04 3.04 3.04 3.04 3.04 3.04 3.04 3.04 3.04 3.04 
393 5.81 3.71 3.71 3.71 3.71 3.71 3.71 3.71 3.71 3.71 3.71 3.17 3.17 3.17 3.17 3.17 3.17 3.17 3.17 3.17 3.17 3.17 3.17 3.17 3.17 
394 2.68 3.3 3.74 3.74 3.74 3.55 3.55 3.55 3.55 3.55 3.55 3.33 3.33 3.33 3.33 3.33 3.33 3.33 3.33 3.33 3.33 3.33 3.33 3.33 3.33 
395 3.8 3.42 3.42 3.62 3.62 3.62 3.5 3.5 3.5 3.49 3.49 3.49 3.42 3.42 3.42 3.42 3.42 3.42 3.42 3.42 3.42 3.42 3.42 3.42 3.42 
396 3.28 3.47 3.47 3.47 3.47 3.47 3.47 3.47 3.47 3.47 3.47 3.47 3.47 3.47 3.32 3.32 3.32 3.32 3.32 3.32 3.32 3.32 3.32 3.32 3.32 
397 2.01 3.32 3.44 3.44 3.44 3.37 3.37 3.37 3.42 3.42 3.42 3.42 3.42 3.42 2.98 2.98 2.98 2.98 2.98 2.98 2.98 2.98 2.98 2.98 2.98 
398 2.83 3.25 3.25 3.31 3.31 3.31 3.26 3.26 3.26 3.29 3.29 3.29 3.29 3.29 3.29 2.65 2.65 2.65 2.65 2.65 2.65 2.65 2.65 2.65 2.65 
399 2.53 3.06 3.06 3.06 3.06 3.06 3.06 3.06 3.06 3.06 3.06 3.06 3.06 3.06 3.06 3.06 3.06 2.67 2.67 2.67 2.67 2.67 2.67 2.67 2.67 
400 2.83 2.43 2.74 2.74 2.74 2.72 2.72 2.72 2.74 2.74 2.74 2.72 2.72 2.72 2.72 2.72 2.72 3.24 3.24 3.24 3.24 3.24 3.24 3.24 3.24 
401 3.43 2.34 2.34 2.48 2.48 2.48 2.47 2.47 2.47 2.48 2.48 2.48 2.47 2.47 2.47 2.47 2.47 2.47 3.96 3.96 3.96 3.96 3.96 3.96 3.96 
402 2.83 1.37 3.54 3.54 3.54 3.54 3.54 2.53 2.53 2.53 2.53 2.53 2.53 2.53 2.53 2.53 2.53 2.53 2.53 2.53 4.29 4.29 4.29 4.29 4.29 
403 4.17 4.46 3.05 3.05 3.05 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3.86 3.86 3.86 3.86 3.86 
404 4.47 4.28 4.28 3.62 3.62 3.62 3.58 3.58 3.58 3.59 3.59 3.59 3.58 3.58 3.58 3.58 3.58 3.58 3.58 3.58 3.58 3.03 3.03 3.03 3.03 
405 8.49 3.12 3.12 3.12 3.12 4.9 4.9 4.9 4.9 4.9 3.86 3.86 3.86 3.86 3.86 3.86 3.86 3.86 3.86 3.86 3.86 3.86 3.86 2.29 2.29 
406 5.36 2.05 3.3 3.3 3.3 3.54 3.54 3.54 3.56 3.56 3.56 3.55 3.55 3.55 3.56 3.56 3.56 3.55 3.55 3.55 3.55 3.55 3.55 2.05 2.05 
407 3.35 2.26 2.26 2.85 2.85 2.85 3.01 3.01 3.01 3.02 3.02 3.02 3.02 3.02 3.02 3.02 3.02 3.02 3.02 3.02 3.02 3.02 3.02 3.02 2.26 
408 4.02 2.31 2.31 2.31 2.31 2.31 2.31 2.31 5.49 5.49 5.49 5.49 5.49 2.77 2.77 2.77 2.77 2.77 2.77 2.77 2.77 2.77 2.77 2.77 2.77 
409 3.13 2.06 3.39 3.39 3.39 3.18 3.18 3.18 3.11 3.11 3.11 3.11 3.11 3.11 3.11 3.11 3.11 3.11 3.11 3.11 3.11 3.11 3.11 3.11 3.11 
410 2.24 2.03 2.03 3.9 3.9 3.9 3.75 3.75 3.75 3.71 3.71 3.71 3.71 3.71 3.71 3.71 3.71 3.71 3.71 3.71 3.71 3.71 3.71 3.71 3.71 
411 1.79 2.46 2.46 2.46 2.46 2.46 2.46 2.46 2.46 2.46 2.46 4.14 4.14 4.14 4.14 4.14 4.04 4.04 4.04 4.04 4.04 4.04 4.04 4.04 4.04 
